event_name,date,time,latitude,longitude,state,district
HP_petrol_pump_tongseng_2,2022-04-13,None,25.140772,92.37903,Meghalaya,Jaintia Hills
HP_petrol_pump_tongseng_1,2022-04-13,None,25.14076,92.379005,Meghalaya,Jaintia Hills
Tongseng4,2022-04-13,None,25.144033,92.37443,Meghalaya,Jaintia Hills
Tongseng3,2022-04-13,None,25.1438,92.37366,Meghalaya,Jaintia Hills
Tongseng2,2022-04-13,None,25.143984,92.373055,Meghalaya,Jaintia Hills
Tongseng1,2022-04-13,None,25.147703,92.37676,Meghalaya,Jaintia Hills
Umlaper_tea_stall_1,2022-04-13,None,25.150444,92.36781,Meghalaya,Jaintia Hills
Lumshnong_1,2022-04-13,None,25.190948,92.37552,Meghalaya,Jaintia Hills
Thangskai_1,2022-04-13,None,25.220339,92.37896,Meghalaya,Jaintia Hills
Shiehruphi_1,2022-04-13,None,25.242348,92.3757,Meghalaya,Jaintia Hills
Nongsning_12,2022-04-13,None,25.259485,92.38551,Meghalaya,Jaintia Hills
Malidor_Indian_oil_pp1,2022-04-10,None,25.031443,92.45863,Assam,Cachar
Malidor_after_bridge_2,2022-04-10,None,25.029991,92.464066,Assam,Cachar
Malidor_after_bridge_1,2022-04-10,None,25.031351,92.463036,Assam,Cachar
Malidor_meghalaya_1,2022-04-10,Midnight,25.033175,92.45981,Assam,Cachar
Malidor_meghalaya_4,2022-04-10,None,25.031765,92.455505,Assam,Cachar
Malidor_Indian_oil_pp2,2022-04-10,None,25.03144,92.458496,Assam,Cachar
Wensoi Landslide,2021-11-08,-,26.25008,95.0615,Nagaland,Tuensang
Pani House Landslide,2021-10-20,-,27.32459,88.609436,Sikkim,East Sikkim
Pandu_landslide,2021-10-20,-,26.170252,91.69016,Assam,Kamrup metro
Khulmulen-Sajik landslide,2021-10-09,-,24.005219,93.91583,Manipur,Chandel
Thingsulthliah landslide,2021-10-09,-,23.689863,92.85943,Mizoram,Aizawl
20_landslides_BCT_road,2021-09-20,-,27.104443,92.56607,Arunachal Pradesh,West Kameng
Raga landslide,2021-09-09,-,27.794025,94.07395,Arunachal Pradesh,Lower Subansiri
Chedang Saddle Landslide,2021-09-09,-,26.23259,94.93942,Nagaland,Tuensang
Bongten-Changay Landslide,2021-08-29,-,27.276428,88.15823,Sikkim,West Sikkim
Jorethang-Legship Landslide,2021-08-27,-,27.221268,88.30746,Sikkim,West Sikkim
Sarsima Landlside,2021-08-26,-,23.2463,91.48073,Tripura,South
Zochachhuah landslide,2021-08-26,-,22.130154,92.761696,Mizoram,Lawngtlai
Jharjhari landslide,2021-08-26,-,23.228159,91.494286,Tripura,South
Burapahar Landslide,2021-08-25,-,26.57476,93.11099,Assam,Nagaon
Muneew Tareybhir Landslide,2021-08-24,-,27.1624,88.152084,Sikkim,West Sikkim
Samsing Shanti Turn Landslide,2021-08-24,-,27.250223,88.61499,Sikkim,East Sikkim
S_kholep_landslide,2021-08-20,-,24.503658,93.50938,Manipur,Churachandpur
Pungro-Mimi landslide,2021-08-17,-,25.7623,94.863045,Nagaland,Kiphire
Awang_khul_landslide,2021-08-16,-,24.82604,93.56119,Manipur,Tamenglong
Tuting_Yingkiong_landslide,2021-08-13,-,28.84961,94.74865,Arunachal Pradesh,Upper Siang
Sirki Waterfall Landslide,2021-08-13,14:48,28.122053,95.27484,Arunachal Pradesh,East Siang
Likabali_Basar_landslide,2021-08-13,-,27.784222,94.72132,Arunachal Pradesh,West Siang
Basilakha_landslide,2021-08-08,-,27.255463,88.59728,Sikkim,East Sikkim
Borabari_landslide,2021-08-06,14:30,26.154238,91.810524,Assam,Kamrup metro
Lower Etsuchuka Colony landslide,2021-08-06,-,26.0929,94.25462,Nagaland,Wokha
Police_Point_landslide,2021-08-06,-,26.096249,94.25429,Nagaland,Wokha
Airfield_colony_landslide,2021-08-06,-,26.091211,94.246956,Nagaland,Wokha
Sanis_Doyang_landslide,2021-08-05,-,26.208542,94.22194,Nagaland,Wokha
Lamlenkon_landslide,2021-08-02,3:30,25.24112,93.857704,Manipur,Tamenglong
Kuliang_landslide,2021-08-02,7:00,25.081741,92.36206,Meghalaya,Jaintia Hills
Pfutsero-Lanye Landslide,2021-07-31,-,25.723469,94.40295,Nagaland,Phek
Seley_Ward_landslide,2021-07-31,-,27.36654,88.48781,Sikkim,East Sikkim
Seti Jhora Landslide,2021-07-31,-,26.939386,88.441414,Sikkim,Kalimpong
Pfutsero-Khomi-Phek landslide,2021-07-31,-,25.659725,94.409424,Nagaland,Phek
Sisney Landslide,2021-07-30,-,27.146368,88.28041,Sikkim,West Sikkim
Mamkhola Landslide,2021-07-30,-,27.142902,88.53194,Sikkim,Kalimpong
Melli 2 Landslide,2021-07-30,-,27.10871,88.46675,Sikkim,Kalimpong
Melli_Jorethang_landslide,2021-07-30,-,27.111336,88.32593,Sikkim,South Sikkim
Melli Bazaar Landslide,2021-07-30,-,27.090725,88.45682,Sikkim,South Sikkim
Melli Secondary School Landslide,2021-07-29,-,27.090965,88.45744,Sikkim,South Sikkim
Chahmol_landslide,2021-07-26,-,24.319567,94.16025,Manipur,Chandel
Wangshu_PwD_Road_landslide,2021-07-20,-,26.046658,94.76711,Nagaland,Tuensang
Bualtei landslide,2021-07-19,-,22.805046,92.81657,Mizoram,Lunglei
Sibilong_temple_landslide,2021-07-19,-,24.767366,93.332535,Manipur,Tamenglong
Thingou_landslide,2021-07-19,14:50,24.818354,93.44025,Manipur,Tamenglong
Phek_landslide,2021-07-14,-,25.603106,94.68675,Nagaland,Phek
Losami_Phek_landslide,2021-07-12,-,25.657787,94.43881,Nagaland,Phek
Tode landslide,2021-07-08,-,27.965813,94.46781,Arunachal Pradesh,Upper Subansiri
Garu Landslide,2021-06-30,-,27.796144,94.71335,Arunachal Pradesh,West Siang
Tura_dalu_stretch,2021-06-30,-,25.499357,90.21467,Meghalaya,West Garo Hills
Pasighat_Yingkiong_Landslide,2021-06-30,-,28.214773,95.2351,Arunachal Pradesh,Upper Siang
Malikona_Village_landslide,2021-06-30,-,25.202694,90.83192,Meghalaya,South Garo Hills
Rotlung Landslide,2021-06-27,-,28.15361,95.18139,Arunachal Pradesh,East Siang
Sangam_bridge_collapse,2021-06-27,-,28.233723,94.9963,Arunachal Pradesh,East Siang
Tamei_landslide,2021-06-24,-,25.158297,93.67799,Manipur,Tamenglong
Kuthong Landslide,2021-06-22,1:30,26.911945,95.603615,Arunachal Pradesh,Tirap
Water_works_colony_landslide,2021-06-18,4:30,26.162785,91.69463,Assam,Kamrup metro
Bhalukhola_landslide,2021-06-18,-,27.09117,88.46469,Sikkim,Kalimpong
Pekong Landslide,2021-06-17,-,28.936253,94.84254,Arunachal Pradesh,Upper Siang
Mini_Secretariat_landlside,2021-06-16,-,25.091768,94.35842,Manipur,Ukhrul
Thuampui landslide,2021-06-11,21:30:00,23.74192,92.74174,Mizoram,Aizawl
Tashi Namgyal Secondary School Landslide,2021-06-09,-,27.343271,88.60828,Sikkim,East Sikkim
Leporiang Landslide,2021-06-08,morning,27.241524,93.335976,Arunachal Pradesh,Papum Pare
Tamei2_landslide,2021-06-07,-,25.158297,93.67799,Manipur,Tamenglong
Tujang_Waichong_landslide,2021-06-06,-,25.217562,93.82014,Manipur,Senapati
BCT Road Landslide,2021-06-05,9:30,27.326763,92.43801,Arunachal Pradesh,West Kameng
Seesa Golai Landslide,2021-06-01,-,27.326815,88.61023,Sikkim,East Sikkim
IG Park Landslide,2021-05-31,-,27.095984,93.62232,Arunachal Pradesh,Papum Pare
Nechipu_Saddle_landslide,2021-05-25,-,27.208118,92.47977,Arunachal Pradesh,West Kameng
Piphema_landslide,2021-05-10,7:00,25.766188,93.94068,Nagaland,Dimapur
Membachur_Garbow_landslide,2021-04-28,-,27.186598,92.303986,Arunachal Pradesh,West Kameng
Kyonsola_waterfall_landslide,2021-03-25,-,27.376583,88.72834,Sikkim,East Sikkim
Sonapani_landslide,2021-02-24,-,25.585545,91.86466,Meghalaya,East Khasi Hills
TL Park 2 landslide,2021-02-17,-,25.772598,93.806,Nagaland,Dimapur
TL Park landslide,2021-02-02,-,25.793499,93.80566,Nagaland,Dimapur
Shobhala,2020-10-24,None,25.746,91.889,Meghalaya,Ri-bhoi
Khongnem-Thana,2020-10-23,None,25.355955,94.06528,Manipur,Senapati
Tumpui_veng1,2020-10-21,Night,24.231943,92.67528,Mizoram,Kolasib
Phullen3,2020-10-13,4:30 P.M,23.84111,93.05194,Mizoram,Aizawl
Zembawk_1,2020-10-06,3:05 P.M,23.731928,92.760025,Mizoram,Aizawl
Lower PWD,2020-10-04,None,25.662,94.106,Nagaland,Kohima
Khazawl1,2020-10-03,Night,23.523083,93.19319,Mizoram,Champhai
Rulchawm1,2020-10-02,7:45 P.M,23.6625,92.9675,Mizoram,Aizawl
Boom Tafel,2020-10-02,8:30 P.M.,27.2206,88.2034,Sikkim,West Sikkim
Vaivakawn_1,2020-10-02,9:00 P.M,23.73952,92.71415,Mizoram,Aizawl
Venglai_1,2020-10-01,8:30 P.M,23.740454,92.72158,Mizoram,Aizawl
Maubawk_2,2020-09-27,3:05 P.M,23.72324,92.70033,Mizoram,Aizawl
Thangshalai,2020-09-27,None,25.590668,92.05989,Meghalaya,East Khasi Hills
L267,2020-09-26,None,25.5573,91.86076,Meghalaya,East khasi hills
L48,2020-09-25,None,25.552668,91.97107,Meghalaya,East khasi hills
Dhobi Ghat Landslide,2020-09-25,Early morning,25.561,91.88,Meghalaya,East Khasi Hills
L261,2020-09-25,None,25.4717,91.74595,Meghalaya,East khasi hills
L277,2020-09-25,None,25.4895,91.8215,Meghalaya,East khasi hills
L278,2020-09-25,None,25.5097,91.817,Meghalaya,East khasi hills
L260,2020-09-25,None,25.45,91.61,Meghalaya,East khasi hills
L47,2020-09-25,None,25.524616,91.92699,Meghalaya,East khasi hills
L285,2020-09-24,None,25.29,91.5,Meghalaya,East khasi hills
L272,2020-09-24,None,25.5035,91.8062,Meghalaya,East khasi hills
L338,2020-09-24,None,25.624443,91.16778,Meghalaya,West Khasi Hills
L281,2020-09-24,None,25.5035,91.8062,Meghalaya,East khasi hills
L282,2020-09-24,None,25.4895,91.8215,Meghalaya,East khasi hills
L287,2020-09-24,None,25.29,91.5,Meghalaya,East khasi hills
L266,2020-09-24,None,25.563,91.8409,Meghalaya,East khasi hills
landslide at Ryndang briew,2020-09-24,None,25.65,91.893,Meghalaya,East Khasi Hills
Bawngkawn_1,2020-09-22,3:00 A.M,23.721556,92.731186,Mizoram,Aizawl
Patkai Bridge to Kukidolong road strech,2020-09-19,5:00 A.M.,25.770794,93.814735,Nagaland,Dimapur
L324,2020-09-17,None,25.574167,89.99917,Meghalaya,South West Garo Hills
L323,2020-09-17,None,25.567778,89.992775,Meghalaya,South West Garo Hills
L330,2020-09-17,None,25.501389,89.943054,Meghalaya,South West Garo Hills
L331,2020-09-17,None,25.589167,89.98556,Meghalaya,South West Garo Hills
L328,2020-09-17,None,25.581388,89.97,Meghalaya,South West Garo Hills
L325,2020-09-17,None,25.589167,89.98556,Meghalaya,South West Garo Hills
L332,2020-09-17,None,25.5525,89.937225,Meghalaya,South West Garo Hills
L326,2020-09-17,None,25.577778,90.005554,Meghalaya,South West Garo Hills
L329,2020-09-17,None,25.544167,89.93222,Meghalaya,South West Garo Hills
Bandardewa Landslide,2020-09-17,None,27.104,93.826,Arunachal Pradesh,Papum Pare
L327,2020-09-17,None,25.559723,89.98194,Meghalaya,South West Garo Hills
Patkai Bridge to Kukidolong road strech,2020-09-12,None,25.793833,93.805565,Nagaland,Dimapur
Gangtok_Rangpo_landslides,2020-09-08,None,27.261,88.553,Sikkim,East Sikkim
20 Mile Bardun,2020-09-08,None,27.286,88.59,Sikkim,East Sikkim
Gai Dhara Landslide,2020-09-08,None,27.256,88.546,Sikkim,East Sikkim
Patkai Bridge to Kukidolong road strech,2020-09-07,None,25.796417,93.80233,Nagaland,Dimapur
L334,2020-09-06,None,25.582556,90.57521,Meghalaya,East Garo Hills
Maubuang_1,2020-08-31,Night,23.48888,92.70826,Mizoram,Aizawl
L211,2020-08-30,None,25.347097,91.76536,Meghalaya,East khasi hills
Kotlen,2020-08-28,11: 00 A.M,24.792,93.696,Manipur,Senapati
Electric_veng5,2020-08-24,Evening,23.533611,92.89083,Mizoram,Serchhip
L106,2020-08-20,None,25.187498,91.761894,Meghalaya,East khasi hills
L294,2020-08-20,None,25.38,92.57937,Meghalaya,East jaintia hills
Khongkhang,2020-08-20,None,24.318,94.222,Manipur,Chandel
Electric_veng4,2020-08-20,Night,22.534166,92.88944,Mizoram,Lawngtlai
L303,2020-08-20,None,25.375587,92.58505,Meghalaya,East jaintia hills
L156,2020-08-20,None,25.223053,91.75064,Meghalaya,East khasi hills
L131,2020-08-20,None,25.22238,91.75616,Meghalaya,East khasi hills
Laii Village,2020-08-20,02:45 A.M,25.498,94.387,Manipur,Senapati
"Mehruliesta, Paramedical Colony",2020-08-19,11:45 A.M,25.664,94.091,Nagaland,Kohima
DC Hill West Colony,2020-08-17,None,26.01,94.519,Nagaland,Zunheboto
Phullen2,2020-08-17,07:45 P.M,23.855618,93.0475,Mizoram,Aizawl
"Alongmen Ward, Mokochung",2020-08-15,None,26.326,94.522,Nagaland,Mokokchung
Akuluto Town,2020-08-14,None,26.166,94.487,Nagaland,Zunheboto
Maubawk_3,2020-08-13,6:00 P.M,23.751072,92.695946,Mizoram,Aizawl
Khenjonglang Landslide,2020-08-11,4:00 A.M,24.748,93.986,Manipur,Imphal east
L322,2020-08-09,None,25.275,89.5919,Meghalaya,South West Garo Hills
Hnahlan-1,2020-08-08,Evening,23.692778,93.382774,Mizoram,Champhai
Jorengthang Landslide,2020-08-06,None,27.163,88.311,Sikkim,South Sikkim
Electric_veng3,2020-08-04,Night,23.533611,92.891945,Mizoram,Serchhip
College_veng1,2020-08-03,Evening,22.533611,92.5575,Mizoram,Lawngtlai
Bazaar_veng1,2020-08-03,Night,22.527222,92.89889,Mizoram,Lawngtlai
Electric_veng2,2020-08-03,Evening,22.536112,92.889725,Mizoram,Lawngtlai
College_veng2,2020-08-02,Night,22.515556,92.896385,Mizoram,Lawngtlai
Zotlang-1,2020-08-01,Evening,23.692778,93.382774,Mizoram,Champhai
Tura Highway landslide,2020-07-24,None,25.726,90.394,Meghalaya,West Garo Hills
L302,2020-07-21,None,0.0,0.0,Meghalaya,East jaintia hills
K Sinam Village_NH 37,2020-07-21,None,24.925,93.985,Manipur,Senapati
Vaivakawn_2,2020-07-17,Night,23.739746,92.708725,Mizoram,Aizawl
Mawthadraishan C andRD,2020-07-14,None,25.516,91.469,Meghalaya,West Khasi Hills
Nongstoin Block CandRD,2020-07-14,None,25.523,91.272,Meghalaya,West Khasi Hills
Mawshynrut C and D block,2020-07-14,None,25.676,91.055,Meghalaya,West Khasi Hills
L339,2020-07-13,None,25.551666,90.81416,Meghalaya,West Khasi Hills
L337,2020-07-13,None,25.26278,90.5069,Meghalaya,South Garo Hills
L336,2020-07-13,None,25.26278,90.5069,Meghalaya,South Garo Hills
L335,2020-07-13,None,25.26278,90.5069,Meghalaya,South Garo Hills
Jorabat Landslide,2020-07-12,None,26.102,91.863,Assam,Kamrup metro
Police Reserve,2020-07-12,None,25.581,91.884,Meghalaya,East Khasi Hills
L333,2020-07-12,None,25.592367,90.57833,Meghalaya,East Garo Hills
Mamit2,2020-07-11,Night,23.916945,92.492226,Mizoram,Mamit
Melriat_1,2020-07-11,Night,23.562675,92.72628,Mizoram,Aizawl
L271,2020-07-11,None,25.49393,91.81968,Meghalaya,East khasi hills
Nongstoin � Tura By-pass�,2020-07-11,None,25.528,91.262,Meghalaya,West Khasi Hills
High School Area,2020-07-11,None,25.689,94.098,Nagaland,Kohima
Laitlyngkot-Pomlum,2020-07-11,None,25.448,91.84,Meghalaya,East Khasi Hills
Mawthawiang�,2020-07-10,None,25.43,91.471,Meghalaya,West Khasi Hills
Tigdo Landslide,2020-07-10,2:30 A.M,27.134693,93.74347,Arunachal Pradesh,Papum Pare
Phullen5,2020-07-10,Night,23.673332,92.88556,Mizoram,Aizawl
Sailam_1,2020-07-10,11:00 A.M,23.350964,92.7973,Mizoram,Aizawl
Modrijo,2020-07-10,None,27.107,93.698,Arunachal Pradesh,Papum Pare
L43,2020-07-10,None,25.378433,91.9854,Meghalaya,East khasi hills
Mawthawpdah-Rangdikhew road,2020-07-09,None,25.417,91.416,Meghalaya,West Khasi Hills
L249,2020-07-09,None,25.287216,91.71739,Meghalaya,East khasi hills
L321,2020-07-08,None,25.471905,89.953,Meghalaya,South West Garo Hills
Between Xuivi and Kilomi District,2020-07-08,None,25.873,94.441,Nagaland,Zunheboto
Electric_veng1,2020-07-07,Evening,22.536667,92.88722,Mizoram,Lawngtlai
Twilang Landslide,2020-07-06,None,25.236,93.911,Manipur,Senapati
Bawngkawn_2,2020-07-04,3:00 A.M,23.720222,92.728676,Mizoram,Aizawl
L274,2020-06-29,None,25.5035,91.8062,Meghalaya,East khasi hills
Mangang-Chungtohong Road,2020-06-29,None,27.502,88.535,Sikkim,North Sikkim
Landslide near Fambrong Falls,2020-06-28,None,27.357,88.232,Sikkim,West Sikkim
Guwahati Landslied,2020-06-28,None,26.196,91.765,Assam,Kamrup metro
L143,2020-06-27,None,25.217028,91.74226,Meghalaya,East khasi hills
L39,2020-06-27,None,25.37435,91.981186,Meghalaya,East khasi hills
L340,2020-06-27,None,25.6,91.178055,Meghalaya,West Khasi Hills
Mangan-Sangkhalang Road,2020-06-27,None,27.506,88.528,Sikkim,North Sikkim
L265,2020-06-27,None,25.566,91.845,Meghalaya,East khasi hills
L222,2020-06-27,None,25.34702,91.76776,Meghalaya,East khasi hills
Tessta V NHPC Landslide,2020-06-27,None,27.251,88.459,Sikkim,East Sikkim
Uphill Panang Landslide,2020-06-27,8:00 P.M,27.52,88.509,Sikkim,North Sikkim
SDMA_AS_2020_North Guwahati3,2020-06-27,6:00 P.M,26.262201,91.75978,Assam,Kamrrup Rural
L273,2020-06-27,None,25.5035,91.8062,Meghalaya,East khasi hills
L218,2020-06-27,None,25.393795,91.766815,Meghalaya,East khasi hills
L227,2020-06-27,None,25.33172,91.79079,Meghalaya,East khasi hills
L231,2020-06-27,None,25.326237,91.803795,Meghalaya,East khasi hills
L293,2020-06-27,None,25.29,91.49,Meghalaya,East khasi hills
L292,2020-06-27,None,25.29,91.5,Meghalaya,East khasi hills
L291,2020-06-27,None,25.29,91.5,Meghalaya,East khasi hills
L270,2020-06-27,None,25.49052,91.805,Meghalaya,East khasi hills
L290,2020-06-27,None,25.29,91.5,Meghalaya,East khasi hills
L289,2020-06-27,None,25.29,91.5,Meghalaya,East khasi hills
L288,2020-06-27,None,25.29,91.5,Meghalaya,East khasi hills
L269,2020-06-27,None,25.48429,91.82072,Meghalaya,East khasi hills
L268,2020-06-27,None,25.496,91.81946,Meghalaya,East khasi hills
L263,2020-06-27,None,25.566,91.845,Meghalaya,East khasi hills
L264,2020-06-27,None,25.56,91.84,Meghalaya,East khasi hills
L148,2020-06-27,None,25.218138,91.7434,Meghalaya,East khasi hills
L283,2020-06-27,None,25.4617,91.8357,Meghalaya,East khasi hills
L280,2020-06-27,None,25.4895,91.8215,Meghalaya,East khasi hills
L279,2020-06-27,None,25.5097,91.817,Meghalaya,East khasi hills
Lum Village,2020-06-27,None,27.389505,88.47566,Sikkim,North Sikkim
Hee Gyanthang,2020-06-27,None,27.456923,88.48735,Sikkim,North Sikkim
Barfok-Lingdok GPU,2020-06-27,None,27.505192,88.50451,Sikkim,North Sikkim
L276,2020-06-27,None,25.4895,91.8215,Meghalaya,East khasi hills
L275,2020-06-27,None,25.4895,91.8215,Meghalaya,East khasi hills
SDMA_AS_2020_North Guwahati2,2020-06-27,6:00 P.M,26.254368,91.76268,Assam,Kamrrup Rural
L244,2020-06-26,None,25.217028,91.74226,Meghalaya,East khasi hills
L254,2020-06-26,None,25.323774,91.704445,Meghalaya,East khasi hills
L240,2020-06-26,None,25.32275,91.70465,Meghalaya,East khasi hills
SDMA_AS_2020_North Guwahati1,2020-06-26,4:00 P.M,26.214209,91.69352,Assam,Kamrrup Rural
L241,2020-06-26,None,25.321398,91.70504,Meghalaya,East khasi hills
L242,2020-06-26,None,25.321072,91.70549,Meghalaya,East khasi hills
L243,2020-06-26,None,25.291964,91.71027,Meghalaya,East khasi hills
L255,2020-06-26,None,25.322756,91.704636,Meghalaya,East khasi hills
L34,2020-06-26,None,25.385916,91.98962,Meghalaya,East khasi hills
SDMA_AS_2020_Kahilipara Slide,2020-06-26,None,26.146,91.756,Assam,Kamrup metro
SDMA_AS_2020_Amingaon Slide 01,2020-06-25,None,26.210833,91.689445,Assam,Kamrrup Rural
North_Sikkim_cutoff_event_2,2020-06-25,None,27.453,88.61,Sikkim,North Sikkim
Donyi Colony,2020-06-25,8:12 A.M,27.081306,93.61283,Arunachal Pradesh,Papum Pare
North_Sikkim_cutoff_event_3,2020-06-25,None,27.384,88.505,Sikkim,East Sikkim
L138,2020-06-25,None,25.219904,91.74852,Meghalaya,East khasi hills
North_Sikkim_cutoff_event_1,2020-06-25,None,27.411,88.546,Sikkim,North Sikkim
L135,2020-06-24,None,25.220486,91.76816,Meghalaya,East khasi hills
L60,2020-06-24,None,25.242388,91.68635,Meghalaya,East khasi hills
L62,2020-06-24,None,25.23164,91.68306,Meghalaya,East khasi hills
L68,2020-06-24,None,25.24625,91.69045,Meghalaya,East khasi hills
L70,2020-06-24,None,25.24733,91.69256,Meghalaya,East khasi hills
L72,2020-06-24,None,25.210033,91.64796,Meghalaya,East khasi hills
L75,2020-06-24,None,25.207712,91.643585,Meghalaya,East khasi hills
L78,2020-06-24,None,25.199503,91.639565,Meghalaya,East khasi hills
L80,2020-06-24,None,25.24625,91.69045,Meghalaya,East khasi hills
L82,2020-06-24,None,25.24733,91.69256,Meghalaya,East khasi hills
L95,2020-06-24,None,25.242388,91.68635,Meghalaya,East khasi hills
L165,2020-06-24,None,25.207712,91.643585,Meghalaya,East khasi hills
L168,2020-06-24,None,25.199503,91.639565,Meghalaya,East khasi hills
L170,2020-06-24,None,25.259016,91.64884,Meghalaya,East khasi hills
L171,2020-06-24,None,25.23164,91.68306,Meghalaya,East khasi hills
L195,2020-06-24,None,25.355244,91.767845,Meghalaya,East khasi hills
L205,2020-06-24,None,25.323166,91.79825,Meghalaya,East khasi hills
L251,2020-06-24,None,25.256828,91.65249,Meghalaya,East khasi hills
L252,2020-06-24,None,25.261497,91.65043,Meghalaya,East khasi hills
L253,2020-06-24,None,25.262333,91.64691,Meghalaya,East khasi hills
L93,2020-06-17,None,25.244923,91.68985,Meghalaya,East khasi hills
L58,2020-06-17,None,25.244923,91.68985,Meghalaya,East khasi hills
Lumshnong_landslide,2020-06-16,None,25.18166,92.37444,Meghalaya,East Jaintia Hills
Ramhlun_1,2020-06-15,Night,23.746222,92.723,Mizoram,Aizawl
Mamit3,2020-06-11,Night,23.924168,92.49028,Mizoram,Mamit
Mamit4,2020-06-11,Night,23.912779,92.39056,Mizoram,Mamit
Khatla_1,2020-06-10,Day,23.720278,92.71698,Mizoram,Aizawl
Mamit1,2020-06-10,Night,23.92,92.49111,Mizoram,Mamit
SDMA_AS_2020_SONAI1,2020-06-08,None,24.647875,92.98835,Assam,Cachar
Thakka Road mudslide,2020-06-08,None,27.257,88.421,Sikkim,South Sikkim
SDMA_AS_2020_SONAI2,2020-06-08,None,24.646982,92.98905,Assam,Cachar
SDMA_AS_2020_SONAI3,2020-06-08,None,24.649889,92.989075,Assam,Cachar
SDMA_AS_2020_SONAI4,2020-06-08,None,24.727879,92.82317,Assam,Cachar
SDMA_AS_2020_Govindanagar Slide,2020-06-05,None,24.721916,92.90381,Assam,Cachar
Maubawk_1,2020-06-05,11:00 A.M,23.720156,92.6981,Mizoram,Aizawl
SDMA_AS_2020_SONAI5,2020-06-04,None,24.721872,92.903854,Assam,Cachar
Imphal-Jiribam Landslide-1a,2020-06-02,None,24.774,93.284,Manipur,Tamenglong
SDMA_AS_2020_Mohanpur Grant Slide 3,2020-06-02,None,24.731167,92.64739,Assam,Hailakandi
SDMA_AS_2020_Mohanpur Grant Slide 2,2020-06-02,None,24.706556,92.650085,Assam,Hailakandi
SDMA_AS_2020_Karimpur Slide 2,2020-06-02,None,24.780027,92.45372,Assam,Karimganj
SDMA_AS_2020_Mohanpur Grant Slide 1,2020-06-02,None,24.703638,92.646805,Assam,Hailakandi
SDMA_AS_2020_Karimpur Slide 1,2020-06-02,None,24.783806,92.45564,Assam,Karimganj
SDMA_AS_2020_Kanakpur Slide,2020-06-02,None,24.920973,93.07306,Assam,Cachar
Imphal-Jiribam Landslide-1b,2020-06-02,None,24.8205,93.473,Manipur,Tamenglong
Imphal-Jiribam Landslide-1c,2020-06-02,None,24.8172,93.2457,Manipur,Tamenglong
Imphal-Jiribam Landslide-1d,2020-06-02,None,25.396,94.142,Manipur,Senapati
SDMA_AS_2020_Chandipur Grant Slide,2020-06-02,None,24.79489,92.55505,Assam,Hailakandi
Sokpay_landslide,2020-06-01,7:00 P.M,27.39,88.429,Sikkim,South Sikkim
Mamit5,2020-05-29,Day,23.94861,92.49,Mizoram,Mamit
18th km of Mawkdok Khadarshnong Road,2020-05-29,None,25.4,91.786,Meghalaya,East Khasi Hills
Mualpheng_1,2020-05-28,Day,23.612047,92.97425,Mizoram,Aizawl
L128,2020-05-27,None,25.217813,91.747505,Meghalaya,East khasi hills
L125,2020-05-27,None,25.217484,91.74566,Meghalaya,East khasi hills
L256,2020-05-27,None,25.47981,92.08766,Meghalaya,East khasi hills
L177,2020-05-27,None,25.460016,91.82667,Meghalaya,East khasi hills
L191,2020-05-27,None,25.380148,91.75563,Meghalaya,East khasi hills
L154,2020-05-27,None,25.246328,91.760284,Meghalaya,East khasi hills
L32,2020-05-27,None,25.380934,91.94392,Meghalaya,East khasi hills
Imphal-Jiribam Landslide-2,2020-05-27,3: 00 A.M,24.775278,93.43889,Manipur,Tamenglong
L2,2020-05-26,None,25.38875,91.98842,Meghalaya,East khasi hills
L10,2020-05-26,None,25.392033,91.99098,Meghalaya,East khasi hills
L259,2020-05-26,None,25.351,91.8468,Meghalaya,East khasi hills
L306,2020-05-26,None,25.369427,92.3277,Meghalaya,East jaintia hills
L307,2020-05-26,None,25.433273,92.29368,Meghalaya,East jaintia hills
L308,2020-05-26,None,25.433172,92.29312,Meghalaya,East jaintia hills
L122,2020-05-26,None,25.199219,91.7551,Meghalaya,East khasi hills
L119,2020-05-26,None,25.208124,91.75361,Meghalaya,East khasi hills
L112,2020-05-26,None,25.208784,91.73486,Meghalaya,East khasi hills
L111,2020-05-26,None,25.186453,91.76275,Meghalaya,East khasi hills
L105,2020-05-26,None,25.223047,91.71844,Meghalaya,East khasi hills
L104,2020-05-26,None,25.223282,91.7153,Meghalaya,East khasi hills
L100,2020-05-26,None,25.216091,91.73885,Meghalaya,East khasi hills
L97,2020-05-26,None,25.221401,91.741745,Meghalaya,East khasi hills
L341,2020-05-26,None,25.442333,92.19447,Meghalaya,West Jaintia Hills
L342,2020-05-26,None,25.441778,92.19558,Meghalaya,West Jaintia Hills
L344,2020-05-26,None,25.436306,92.19525,Meghalaya,West Jaintia Hills
L345,2020-05-26,None,25.435057,92.198364,Meghalaya,West Jaintia Hills
L346,2020-05-26,None,25.447416,92.201385,Meghalaya,West Jaintia Hills
L347,2020-05-26,None,25.45075,92.19453,Meghalaya,West Jaintia Hills
L348,2020-05-26,None,25.453518,92.18784,Meghalaya,West Jaintia Hills
L349,2020-05-26,None,25.442333,92.19447,Meghalaya,West Jaintia Hills
L350,2020-05-26,None,25.441778,92.19558,Meghalaya,West Jaintia Hills
L351,2020-05-26,None,25.44139,92.191086,Meghalaya,West Jaintia Hills
