event_name,date,time,latitude,longitude,state,district
Raga Landslide,2025-06-15,,27.798374,94.0765,Arunachal Pradesh,Kamle
Umiam Landslide 10,2025-06-14,2:00 PM,25.663195,91.901695,Meghalaya,Ri Bhoi
Rupnagar Landslide,2025-06-07,12:00 AM,26.156778,91.760956,Assam,Kamrup Metro
Baghaichhara Landslide,2025-06-06,,24.146719,92.14013,Tripura,Unakoti
Manderdisa-I Landslide,2025-06-04,,25.74,93.14,Assam,Dima Hasao
Maibang Landslide,2025-06-04,,25.4,93.28,Assam,Dima Hasao
Awangkhul Landslide,2025-06-04,3:00 PM,24.819538,93.55622,Manipur,Tamenglong
Pachali Landslide,2025-06-04,2:00 AM,26.146902,91.68986,Assam,Kamrup Metro
Haflong Landslide 4,2025-06-04,,25.43,93.03,Assam,Dima Hasao
Haflong Landslide3,2025-06-04,,25.15,93.02,Assam,Dima Hasao
Maibang Landslide 2,2025-06-04,,25.38,93.08,Assam,Dima Hasao
Maibang Landslide 1,2025-06-04,,25.51,93.12,Assam,Dima Hasao
Mongon Landslide,2025-06-04,,25.17,93.0,Assam,Dima Hasao
Gunjung Landslide,2025-06-04,,25.32,93.09,Assam,Dima Hasao
Mailu Landslide,2025-06-04,,25.5,93.2,Assam,Dima Hasao
Langting HasinPart-I Landslide,2025-06-04,,25.5,93.11,Assam,Dima Hasao
Yeabra Landslide,2025-06-04,,25.29,93.14,Assam,Dima Hasao
Khengjol Landslide,2025-06-04,,25.33,93.33,Assam,Dima Hasao
Haflong Landslide 2,2025-06-03,,25.19,93.12,Assam,Dima Hasao
Siji Landslide,2025-06-03,,27.718876,94.70399,Arunachal Pradesh,Lower Siang
Laisong Landslide,2025-06-03,,25.21,93.3,Assam,Dima Hasao
Dautohaj Landslide,2025-06-03,,25.23,93.15,Assam,Dima Hasao
Khumarcherra Landslide,2025-06-03,,24.97,93.13,Assam,Dima Hasao
Kipeilo Landslide,2025-06-03,,25.23,93.35,Assam,Dima Hasao
Gamvom Landslide,2025-06-03,,25.17,93.17,Assam,Dima Hasao
Lasang Landslide,2025-06-03,,25.18,93.12,Assam,Dima Hasao
Asonghaju Landslide,2025-06-03,,25.18,93.12,Assam,Dima Hasao
Hange Naga Landslide,2025-06-03,,25.16,93.12,Assam,Dima Hasao
N.Thingvom Landslide,2025-06-03,,25.97,93.13,Assam,Dima Hasao
Maharajpur Landslide,2025-06-03,,25.12,92.86,Assam,Dima Hasao
LodiKuki Landslide,2025-06-03,,25.12,92.85,Assam,Dima Hasao
Dimbricherra Landslide,2025-06-03,,25.03,93.17,Assam,Dima Hasao
Jinam Ghat Landslide,2025-06-03,,25.03,93.2,Assam,Dima Hasao
LodiKachari Landslide,2025-06-03,,24.99,93.06,Assam,Dima Hasao
Harangajao Bazar Landslide,2025-06-03,,25.12,92.85,Assam,Dima Hasao
Doiheng Landslide,2025-06-03,,25.1,92.98,Assam,Dima Hasao
Laisong Landslide,2025-06-03,,24.99,93.17,Assam,Dima Hasao
Lower Songpijang Area Landslide 1,2025-06-02,,25.17,93.02,Assam,Dima Hasao
Songpijang Landslide,2025-06-02,,25.16,93.02,Assam,Dima Hasao
Kana Basti Landslide,2025-06-02,,25.16,93.01,Assam,Dima Hasao
Haflong Landslide 1,2025-06-02,,25.17,93.01,Assam,Dima Hasao
Thaijuwari Bridge Landslide,2025-06-02,,25.57,92.97,Assam,Dima Hasao
Lower Muolhoi Landslide,2025-06-02,,25.17,93.02,Assam,Dima Hasao
Natun Basti Area Landslide,2025-06-02,,25.16,93.01,Assam,Dima Hasao
New Boro Haflong Landslide,2025-06-02,,25.14,93.02,Assam,Dima Hasao
Lower Songpijang Area Landslide 3,2025-06-02,,25.17,93.02,Assam,Dima Hasao
Dalucherra Landslide,2025-06-02,Morning,23.989382,91.80906,Tripura,Unakoti
Mupa Landslide,2025-06-02,,25.386747,93.11993,Assam,Dima Hasao
Sekhikansh Ali Chak Landslide,2025-06-02,,24.780947,92.309296,Assam,Karimganj
Mohanpur Landslide,2025-06-02,,24.68874,92.64441,Assam,Hailakandi
Kanakpur Landslide,2025-06-02,,24.92072,93.07298,Assam,Cachar
Lower Songpijang area Landslide 2,2025-06-02,,25.17,93.02,Assam,Dima Hasao
Chaten Landslide,2025-06-01,7:00 PM,27.716328,88.563354,Sikkim,Mangan
Topodisa Landslide,2025-06-01,,25.18,93.01,Assam,Dima Hasao
Retzawl Landslide,2025-06-01,,25.11,92.99,Assam,Dima Hasao
Kulinag Landslide,2025-06-01,,25.080519,92.36237,Meghalaya,East Jaintia Hills
Dhobiline Landslide,2025-06-01,,25.16,93.01,Assam,Dima Hasao
Kisama Landslide,2025-06-01,,25.618652,94.116486,Nagaland,Kohima
Param Putu Landslide,2025-06-01,,27.649593,93.87385,Arunachal Pradesh,Keyi Panyor
Ramnagar Landslide,2025-06-01,,25.17,93.01,Assam,Dima Hasao
Jatinga Landslide,2025-06-01,,25.13,93.02,Assam,Dima Hasao
Songpijang Landslide,2025-06-01,,25.17,93.02,Assam,Dima Hasao
Boro Haflong Landslide,2025-06-01,,25.15,93.03,Assam,Dima Hasao
Natun Basti Landslide,2025-06-01,,25.16,93.01,Assam,Dima Hasao
Thaijuwari Bazar Landslide,2025-06-01,,25.57,92.97,Assam,Dima Hasao
Mahadev tilla Landslide,2025-06-01,,25.17,93.02,Assam,Dima Hasao
Maligaon Landslide,2025-05-31,,26.161629,91.70691,Assam,Kamrup Metro
Ziro Landslide,2025-05-31,,27.622057,93.84096,Arunachal Pradesh,Lower Subansiri
Langkyrdem Landslide,2025-05-31,,25.35567,91.89466,Meghalaya,East Khasi Hills
Rgnain Landslide 4,2025-05-31,,25.376417,91.87453,Meghalaya,East Khasi Hills
Rgnain Landslide 3,2025-05-31,,25.379751,91.873474,Meghalaya,East Khasi Hills
Rgnain Landslide,2025-05-31,,25.383026,91.87442,Meghalaya,East Khasi Hills
Mawkejam Landslide 3,2025-05-31,,25.390718,91.87186,Meghalaya,East Khasi Hills
Mawkejam Landslide 4,2025-05-31,,25.385197,91.87428,Meghalaya,East Khasi Hills
Mawkejam Landslide 2,2025-05-31,,25.397324,91.87258,Meghalaya,East Khasi Hills
Mawkejam Landslide,2025-05-31,,25.403746,91.87281,Meghalaya,East Khasi Hills
Pomlum Landslide 3,2025-05-31,,25.418383,91.86815,Meghalaya,East Khasi Hills
Pomlum Landslide,2025-05-31,10:30 PM,25.421621,91.868065,Meghalaya,East Khasi Hills
Wah Bnoh Landslide 6,2025-05-31,,25.422207,91.86784,Meghalaya,East Khasi Hills
Wah Bnoh Landslide 3,2025-05-31,,25.431412,91.86275,Meghalaya,East Khasi Hills
Wah Bnoh Landslide 2,2025-05-31,,25.432304,91.86152,Meghalaya,East Khasi Hills
Wah Bnoh Landslide,2025-05-31,,25.433979,91.86066,Meghalaya,East Khasi Hills
Lum Thnagding Landslide,2025-05-31,,25.437634,91.85281,Meghalaya,East Khasi Hills
Awangkhul Landslide,2025-05-31,Morning,24.819538,93.55622,Manipur,Tamenglong district
Mylliem Landslide 7,2025-05-31,,25.47174,91.81621,Meghalaya,East Khasi Hills
Mylliem Landslide 11,2025-05-31,,25.466873,91.819016,Meghalaya,East Khasi Hills
Mylliem Landslide 12,2025-05-31,,25.465906,91.82085,Meghalaya,East Khasi Hills
Umtyngar Landslide,2025-05-31,,25.46529,91.82496,Meghalaya,East Khasi Hills
Umtyngar Landslide 3,2025-05-31,,25.46443,91.82775,Meghalaya,East Khasi Hills
Laitkroh Landslide,2025-05-31,,25.461939,91.82976,Meghalaya,East Khasi Hills
Laitkroh Landslide 2,2025-05-31,,25.461172,91.83177,Meghalaya,East Khasi Hills
Wah Bnoh Landslide 5,2025-05-31,,25.422897,91.866066,Meghalaya,East Khasi Hills
Maligaon Landslide 2,2025-05-31,,26.160728,91.70498,Assam,Kamrup Metro
Navagraha Landslide,2025-05-31,,26.19515,91.76667,Assam,Kamrup Metro
Midum Kham Landslide,2025-05-31,,23.469757,92.74036,Mizoram,Aizawl
Chanmari Landslide,2025-05-31,,23.740742,92.717224,Mizoram,Aizawl
Dinthar Veng Landslide,2025-05-31,,23.730558,92.7116,Mizoram,Aizawl
Kulinag Landslide,2025-05-31,,25.080519,92.36237,Meghalaya,East Jaintia Hills
Rajnagar Landslide 2,2025-05-31,,24.31148,92.07844,Tripura,Unakoti
Rajnagar Landslide,2025-05-31,,24.311491,92.07847,Tripura,Unakoti
Vaphai Landslide,2025-05-31,,23.146456,93.32512,Mizoram,Champhai
Datalpara Landslide,2025-05-31,,26.13267,91.71967,Assam,Kamrup Metro
Byrnihat Landslide 3,2025-05-30,,26.035322,91.86799,Meghalaya,Ri Bhoi
Umiam Landslide 1,2025-05-30,,25.66,91.9,Meghalaya,Ri Bhoi
Khalimdisa Landslide,2025-05-30,,25.29,93.14,Assam,Dima Hasao
Panikhaiti Landslide 2,2025-05-30,,26.203957,91.85851,Assam,Kamrup Metro
Atharamura Landslide 2,2025-05-30,,23.889624,91.77528,Tripura,Dhalai
Atharamura Landslide,2025-05-30,,23.883774,91.78459,Tripura,Dhalai
Saikar Landslide 2,2025-05-30,,24.11743,91.9149,Tripura,Dhalai
Saikar Landslide,2025-05-30,,24.106169,91.902084,Tripura,Dhalai
Mahabir Landslide,2025-05-30,,24.115837,91.86679,Tripura,Dhalai
Kaulikura Landslide 4,2025-05-30,,24.295462,92.033356,Tripura,Unakoti
Kaulikura Landslide 3,2025-05-30,,24.290642,92.03518,Tripura,Unakoti
Kaulikura Landslide 2,2025-05-30,,24.295462,92.03335,Tripura,Unakoti
Kaulikura Landslide,2025-05-30,,24.295452,92.03338,Tripura,Unakoti
Panikhaiti Landslide,2025-05-30,,26.203835,91.85836,Assam,Kamrup Metro
Langkyrdem Landslide 2,2025-05-30,,25.344568,91.8906,Meghalaya,East Khasi Hills
Kyntiew Masi Landslide 2,2025-05-30,,25.360403,91.88673,Meghalaya,East Khasi Hills
Kyntiew Masi Landslide,2025-05-30,,25.360928,91.88129,Meghalaya,East Khasi Hills
Rgnain Landslide 2,2025-05-30,,25.382565,91.87439,Meghalaya,East Khasi Hills
Pomlum Landslide 4,2025-05-30,,25.410725,91.87425,Meghalaya,East Khasi Hills
Pomlum Landslide 2,2025-05-30,,25.428806,91.864586,Meghalaya,East Khasi Hills
Lum Thnagding Landslide 4,2025-05-30,,25.437002,91.85824,Meghalaya,East Khasi Hills
Lum Thnagding Landslide 3,2025-05-30,,25.437065,91.8561,Meghalaya,East Khasi Hills
Lum Thnagding Landslide 2,2025-05-30,,25.437626,91.85432,Meghalaya,East Khasi Hills
Umiam Landslide 9,2025-05-30,,25.67051,91.90494,Meghalaya,Ri Bhoi
Umiam Landslide 8,2025-05-30,,25.6792,91.899666,Meghalaya,Ri Bhoi
Umsning Landslide 2,2025-05-30,,25.709074,91.895004,Meghalaya,Ri Bhoi
Umsning Landslide,2025-05-30,,25.70906,91.89498,Meghalaya,Ri Bhoi
Jorabat Landslide,2025-05-30,,26.099228,91.87597,Meghalaya,Ri Bhoi
Ampher Landslide,2025-05-30,,26.08904,91.877365,Meghalaya,Ri Bhoi
Byrnihat Landslide 4,2025-05-30,,26.036278,91.86832,Meghalaya,Ri Bhoi
17 Mile Landslide,2025-05-30,,26.029915,91.86895,Meghalaya,Ri Bhoi
Byrnihat Landslide 2,2025-05-30,,26.016901,91.866615,Meghalaya,Ri Bhoi
Byrnihat Landslide,2025-05-30,,26.01556,91.86894,Meghalaya,Ri Bhoi
Umling Landslide 4,2025-05-30,,25.957096,91.86125,Meghalaya,Ri Bhoi
Umling Landslide 3,2025-05-30,,25.958574,91.86467,Meghalaya,Ri Bhoi
Umling Landslide 2,2025-05-30,,25.927225,91.87506,Meghalaya,Ri Bhoi
Umling Landslide,2025-05-30,,25.926828,91.875206,Meghalaya,Ri Bhoi
Umnget Landslide,2025-05-30,,25.814878,91.87571,Meghalaya,Ri Bhoi
Kwinain Landslide,2025-05-30,,25.823078,91.87242,Meghalaya,Ri Bhoi
Umsamlem Landslide,2025-05-30,,25.758518,91.87999,Meghalaya,Ri Bhoi
Sumer Landslide 1,2025-05-30,,25.690237,91.905334,Meghalaya,Ri Bhoi
Umbang Landslide 2,2025-05-30,,25.686241,91.902824,Meghalaya,Ri Bhoi
Umbang Landslide,2025-05-30,,25.68672,91.9034,Meghalaya,Ri Bhoi
Umiam Landslide 7,2025-05-30,,25.679228,91.89988,Meghalaya,Ri Bhoi
Mawlai Landslide,2025-05-30,,25.617,91.877,Meghalaya,East Khasi Hills
Umiam Landslide 2,2025-05-30,,25.649,91.899,Meghalaya,Ri Bhoi
Umiam Landslide 6,2025-05-30,,25.654,91.898,Meghalaya,Ri Bhoi
Umiam Landslide 5,2025-05-30,,25.653,91.898,Meghalaya,Ri Bhoi
Umiam Landslide 4,2025-05-30,,25.652,91.897,Meghalaya,Ri Bhoi
Umiam Landslide 3,2025-05-30,,25.651,91.899,Meghalaya,Ri Bhoi
Nungdolan Landslide,2025-05-30,Early Morning,24.79515,93.723526,Manipur,Kangpokpi
Gyan Mission School Landslide,2025-05-30,,27.076513,93.65695,Arunachal Pradesh,Papum Pare
Thuampui Landslide,2025-05-30,Early Morning,22.977459,92.7059,Mizoram,Lunglei
Mauchar Landslide,2025-05-30,Early Morning,24.353233,92.91937,Mizoram,Aizawl
Laitkroh Landslide 5,2025-05-30,,25.438131,91.85107,Meghalaya,East Khasi Hills
Laitkroh Landslide 4,2025-05-30,,25.43961,91.8491,Meghalaya,East Khasi Hills
Laitkroh Landslide 3,2025-05-30,,25.440308,91.84712,Meghalaya,East Khasi Hills
Umtyngar Landslide 2,2025-05-30,,25.465551,91.82614,Meghalaya,East Khasi Hills
Mylliem Landslide 13,2025-05-30,,25.465935,91.82263,Meghalaya,East Khasi Hills
Mylliem Landslide 10,2025-05-30,,25.468906,91.8184,Meghalaya,East Khasi Hills
Mylliem Landslide 9,2025-05-30,,25.46944,91.81748,Meghalaya,East Khasi Hills
Mylliem Landslide 8,2025-05-30,,25.471329,91.81608,Meghalaya,East Khasi Hills
Mylliem Landslide 6,2025-05-30,,25.475647,91.81801,Meghalaya,East Khasi Hills
Mylliem Landslide 5,2025-05-30,,25.486801,91.81987,Meghalaya,East Khasi Hills
Mylliem Landslide 4,2025-05-30,,25.487146,91.81948,Meghalaya,East Khasi Hills
Mylliem Landslide 3,2025-05-30,,25.487865,91.81959,Meghalaya,East Khasi Hills
Mylliem Landslide 2,2025-05-30,,25.490862,91.82134,Meghalaya,East Khasi Hills
Bazar Veng Landslide,2025-05-30,10:30 PM,22.530718,92.89863,Mizoram,Lawngtlai
Akonggre Landslide,2025-05-30,,25.510998,90.219826,Meghalaya,West Garo Hills
Mawkamoit Landslide,2025-05-30,,25.588413,91.475624,Meghalaya,Eastern West Khasi Hills
Lummawbah Landslide,2025-05-30,,25.5685,91.86669,Meghalaya,East Khasi Hills
Mylliem Landslide,2025-05-30,,25.491358,91.821815,Meghalaya,East Khasi Hills
Laitkyntung Landslide,2025-05-30,,25.447466,91.7427,Meghalaya,East Khasi Hills
Bana Landslide,2025-05-30,Night,27.306158,92.95388,Arunachal Pradesh,East Kameng
Bonda Landslide,2025-05-30,,26.179508,91.82928,Assam,Kamrup Metro
Wah Bnoh Landslide 4,2025-05-30,,25.42705,91.86312,Meghalaya,East Khasi Hills
Pagala Pahar Landslide,2025-05-30,,25.7981,93.79755,Nagaland,Dimapur
Chungthang Landslide,2025-05-30,,27.609299,88.65213,Sikkim,Mangan
Theeng Landslide,2025-05-30,,27.291597,88.59656,Sikkim,Mangan
Jamiri Landslide,2025-05-30,,27.183315,92.59952,Arunachal Pradesh,West Kameng
ISBT Bypass Landslide 3,2025-05-30,,25.620525,91.90989,Meghalaya,East Khasi Hills
ISBT Bypass Landslide 2,2025-05-30,,25.624798,91.91046,Meghalaya,East Khasi Hills
ISBT Bypass Landslide 1,2025-05-30,,25.62575,91.897026,Meghalaya,East Khasi Hills
Umiam Landslide 12,2025-05-30,,25.652927,91.89804,Meghalaya,East Khasi Hills
Umiam Landslide 11,2025-05-30,,25.660728,91.9014,Meghalaya,Ri Bhoi
Umiam Landslide 10,2025-05-30,,25.662724,91.90127,Meghalaya,Ri Bhoi
Umling (GS Road) Landslide,2025-05-24,,25.924904,91.87609,Meghalaya,Ri Bhoi
Koroibari Landslide,2025-05-22,,26.23,91.69,Assam,Kamrup
Haflong Landslide,2025-05-21,,25.176868,93.00324,Assam,Dima Hasao
Sanklang Landslide,2025-05-21,,27.535631,88.50042,Sikkim,Mangan
Hilltop Colony Landslide,2025-05-20,Early Morning,26.160254,91.69686,Assam,Kamrup Metro
Mamadpur Pt-1 Landslide,2025-05-20,,24.72,92.5,Assam,Sribhumi
Kulinag Landslide,2025-05-20,Early Morning,25.080553,92.36236,Meghalaya,East Jaintia Hills
Shipgyer Landslide (Rockfall),2025-05-16,6:00 PM,27.556137,88.64758,Sikkim,Mangan
Lachung Landslide,2025-05-15,Early Hours,27.694647,88.7463,Sikkim,Mangan
Namak Khola Landslide,2025-05-15,,27.436071,88.51528,Sikkim,Gangtok
Sichey Landslide,2025-05-12,6:30 PM,27.34305,88.60494,Sikkim,Gangtok
Dona Skur Landslide,2025-05-11,Evening Hours,25.048592,92.40813,Meghalaya,East Jaintia Hills
Seling Landslide,2025-05-10,Morning,23.666712,92.89089,Mizoram,Aizawl
Yingkiong Landslide,2025-04-29,,28.622713,95.04372,Arunachal Pradesh,Upper Siang
Rite Landslide,2025-04-29,,27.86772,93.39982,Arunachal Pradesh,Kurung Kumey
Parsi Landslide,2025-04-28,,27.916384,93.50261,Arunachal Pradesh,Kurung Kumey
Kibithoo Landslide,2025-04-25,,28.277672,97.01467,Arunachal Pradesh,Anjaw
Munshithang Landslide,2025-04-24,Night,27.627798,88.620766,Sikkim,Mangan
Lema Landslide,2025-04-24,Night,27.628424,88.686615,Sikkim,Mangan
Tidding Landslide,2025-04-23,,27.987906,96.40653,Arunachal Pradesh,Anjaw
Tagum Landslide,2025-04-23,,27.832651,93.50443,Arunachal Pradesh,Kurung Kumey
Joda Landslide,2025-04-14,,27.228836,95.90869,Arunachal Pradesh,Changlang
Mosing Landslide,2025-04-02,,28.805548,94.801384,Arunachal Pradesh,Upper Siang
Mompani Landslide,2025-04-02,,28.038256,96.43806,Arunachal Pradesh,Anjaw
Janbo Landslide,2025-04-01,,28.771133,94.85587,Arunachal Pradesh,Upper Siang
Rajgobinadapur Landslide,2025-03-31,,24.533691,92.832405,Assam,Cachar
Sonapur Tunnel Landslide,2025-03-18,,25.105621,92.36161,Meghalaya,East Jaintia Hills
Nungdalal Landslide,2025-03-15,,24.76901,93.31356,Manipur,Tamenglong district
Anini Landslide,2025-03-12,,28.788464,95.90884,Arunachal Pradesh,Dibang Valley
Etalin Landslide,2025-03-04,,28.628866,95.8566,Arunachal Pradesh,Dibang Valley
Anini Landslide,2025-02-26,,28.788328,95.90903,Arunachal Pradesh,Dibang Valley
Attesia Landslide,2024-10-05,,25.236002,90.424194,Meghalaya,South Garo Hills
KMC Dumping Landslide,2024-10-04,,25.710897,94.068535,Nagaland,Kohima
Kaspi Landslide,2024-10-04,,27.203922,92.562965,Arunachal Pradesh,West Kameng
Koinadubi Landslide,2024-10-04,,25.267237,90.23766,Meghalaya,West Garo Hills
Awangkhul Rangkhung Landslide,2024-10-01,,24.838034,93.5706,Manipur,Noney
Rang Rang Landslide,2024-09-30,,27.477747,88.52716,Sikkim,Mangan
Lower Tintek Landslide,2024-09-30,,27.378075,88.49725,Sikkim,Gangtok
Kuliang Landslide,2024-09-30,,25.080517,92.36218,Meghalaya,East Jaintia Hills
Ribdi Bhareng Landslide,2024-09-30,,27.176046,88.09037,Sikkim,Soreng
KMC Dumping Landslide,2024-09-09,,25.710966,94.06853,Nagaland,Kohima
Bramadungchung Landslide,2024-09-07,,27.611052,91.85765,Arunachal Pradesh,Tawang
Shangbangla Landslide,2024-09-06,,25.951567,91.86518,Meghalaya,Ri Bhoi
Pherima Landslide,2024-09-03,11:00 PM,25.773952,93.91372,Nagaland,Chumoukedima
Longsa Landslide,2024-08-29,,26.249363,94.53773,Nagaland,Wokha
Pakyong Landslide,2024-08-29,,27.23968,88.593666,Sikkim,Pakyong
Kawnpui Landslide,2024-08-28,,23.994354,92.643936,Mizoram,Kolasib
Etsuchuka Colony Landslide,2024-08-26,3:00 PM,26.098734,94.25499,Nagaland,Wokha
Mokokchung Landslide,2024-08-26,,26.302048,94.58633,Nagaland,Mokokchung
Khonoma Landslide,2024-08-23,,25.670326,94.04216,Nagaland,Kohima
Nutan Bazar Landslide,2024-08-22,,23.423168,91.75562,Tripura,South Tripura
Gardang Landslide,2024-08-22,,23.31297,91.524155,Tripura,South Tripura
Balutar Landslide,2024-08-20,,27.251692,88.459656,Sikkim,Gangtok
Saikar Landslide,2024-08-19,,24.10965,91.908104,Tripura,Dhalai
Debipur Landslide,2024-08-19,,23.167875,91.51687,Tripura,South Tripura
Teliamura Landslide,2024-08-19,,23.839928,91.63496,Tripura,Khowai
Awangkhul Landslide,2024-08-18,,24.819607,93.556465,Manipur,Noney
K. Sinam Landslide,2024-08-18,,24.788933,93.731865,Manipur,Kangpokpi
Kuliang Landslide,2024-08-17,Afternoon,25.080524,92.36212,Meghalaya,East Jaintia Hills
Zubza Landslide,2024-08-14,,25.724445,94.03426,Nagaland,Kohima
Hamleikhong Landslide,2024-08-12,,25.091997,94.35854,Manipur,Ukhrul
Kuliang Landslide,2024-08-12,,25.080524,92.36224,Meghalaya,East Jaintia Hills
Lophukhong  Landslide,2024-08-12,,25.6992,94.93012,Nagaland,Kiphire
Damchera Landslide,2024-08-10,,25.006926,92.747314,Assam,Dima Hasao
Nungba Landslide,2024-08-07,Early Hours,24.756475,93.42788,Manipur,Churachandpur
Kaimai Landslide,2024-08-07,,24.720467,93.26164,Manipur,Tamenglong
Kuliang Landslide,2024-08-06,,25.080524,92.36236,Meghalaya,East Jaintia Hills
Sonapur Tunnel Landslide,2024-08-06,,25.106369,92.36103,Meghalaya,East Jaintia Hills
Jiribam Sonapur Landslide,2024-08-06,,24.750957,93.138794,Manipur,Jiribam
Dzuu Landslide,2024-08-04,,25.671316,94.18373,Nagaland,Kohima
Thanga Part II Landslide,2024-08-01,,24.52563,93.81729,Manipur,Bishnupur
Thanga Ngaram Landslide,2024-08-01,,24.522602,93.81477,Manipur,Bishnupur
Thanga Part I Landslide,2024-08-01,,24.534548,93.83401,Manipur,Bishnupur
Heisnam Landslide,2024-08-01,,24.527111,93.820015,Manipur,Bishnupur
Oinam Landslide,2024-08-01,,24.735023,93.91901,Manipur,Bishnupur
Sinam Landslide,2024-07-29,,24.776396,93.79057,Manipur,Imphal East
Dimthanlong Landslide,2024-07-29,,24.981306,93.49901,Manipur,Tamenglong
Rengpang Landslide,2024-07-29,,24.766315,93.436005,Manipur,Tamenglong
Taodaijang Landslide,2024-07-29,,24.751211,93.46316,Manipur,Tamenglong
Pezielietsie Colony Landslide,2024-07-26,,25.680683,94.10303,Nagaland,Kohima
Lakhuti Landslide,2024-07-22,1:30 AM,26.2956,94.24665,Nagaland,Wokha
Toong Landslide,2024-07-22,,27.56807,88.65081,Sikkim,Mangan
Holongi Landslide,2024-07-22,,27.031002,93.621826,Arunachal Pradesh,Papum Pare
Tchuyiro colony Landslide,2024-07-22,,26.09928,94.25861,Nagaland,Wokha
Munsi Thang Landslide,2024-07-21,,27.821491,88.5491,Sikkim,Mangan
Maupur Landslide,2024-07-18,,26.029621,91.86906,Meghalaya,Ri Bhoi
Wokha Landslide,2024-07-15,5:00 AM,26.107403,94.25558,Nagaland,Wokha
Pahamrinai Landslide,2024-07-14,,25.809076,91.875305,Meghalaya,Ri Bhoi
Palizi Landslide,2024-07-14,,27.30709,92.7929,Arunachal Pradesh,West Kameng
Dadenggre Landslide,2024-07-13,,25.724651,90.193855,Meghalaya,West Garo Hills
Makha Landslide,2024-07-12,,27.351643,88.32418,Sikkim,Gangtok
Bonda Landslide,2024-07-12,,26.179508,91.82924,Assam,Kamrup Metro
Seca Khel Landslide,2024-07-12,,25.607096,94.12725,Nagaland,Kohima
Kuliang Landslide,2024-07-12,Morning,25.08048,92.36241,Meghalaya,East Jaintia Hills
Alahuto Landslide,2024-07-07,4:00 PM,26.0159,94.531075,Nagaland,Zunheboto
Babuk Landslide,2024-07-06,1:00 AM,28.142494,95.09307,Arunachal Pradesh,Siang District
Umran Village,2024-07-06,,25.781195,91.87472,Meghalaya,Ri Bhoi
Palin Landslide,2024-07-05,,27.72775,93.63616,Arunachal Pradesh,Kra Daadi
Mompani Landslide,2024-07-05,,28.047144,96.439964,Arunachal Pradesh,Anjaw
Chessore Landslide,2024-07-05,,26.090935,94.74677,Nagaland,Shamator
Karsingsa Landslide,2024-07-05,Morning,27.12184,93.78363,Arunachal Pradesh,Papum Pare
Shi Yomi Landslide,2024-07-05,,28.697523,94.31614,Arunachal Pradesh,Shi Yomi
8th Mile Landslide,2024-07-04,Night,26.111528,91.84622,Assam,Kamrup Metro
Baghmara Landslide,2024-07-04,,25.19338,90.647415,Meghalaya,South Garo Hills
Kangpokpi Landslide,2024-07-04,11:00 PM,25.131905,93.96529,Manipur,Kangpokpi
Pangin Landslide,2024-07-04,,28.233305,94.98636,Arunachal Pradesh,Siang District
Baghmara 2 Landslide,2024-07-04,,25.210054,90.633675,Meghalaya,South Garo Hills
K.Wongthu Landslide,2024-07-03,,26.185831,94.841675,Nagaland,Tuensang
Kazipphung Landslide,2024-07-03,,25.063913,94.34178,Manipur,Ukhrul
Umiam 4 Landslide,2024-07-02,,25.64923,91.89898,Meghalaya,Ri Bhoi
Zuangtui Landslide,2024-07-02,,23.755236,92.73935,Mizoram,Aizawl
Tiehsaw Landslide,2024-07-02,,25.529009,91.2718,Meghalaya,West Khasi Hills
Umiam 5 Landslide,2024-07-02,,25.650726,91.89869,Meghalaya,Ri Bhoi
Umiam View Point Landslide,2024-07-02,,25.651026,91.894,Meghalaya,Ri Bhoi
Mawlai 3 Landslide,2024-07-02,,25.640972,91.88943,Meghalaya,East khasi Hills
Durtlang Landslide,2024-07-02,,23.762291,92.73362,Mizoram,Aizawl
Mawlai 2 Landslide,2024-07-02,,25.641388,91.8894,Meghalaya,East khasi Hills
Zemabawk Landslide,2024-07-02,Morning,23.733969,92.7463,Mizoram,Aizawl
Pariong Landslide,2024-07-02,,25.466183,91.514336,Meghalaya,West Khasi Hills
Mongkot Chepu Landslide,2024-07-02,9:00 AM,24.954454,94.21625,Manipur,Ukhrul
Bawngkawn Landslide,2024-07-02,Morning,23.755653,92.72946,Mizoram,Aizawl
Shishimi Landslide,2024-07-02,,25.81601,94.61632,Nagaland,Kiphire
Tuensang Landslide,2024-07-02,,26.223057,94.80035,Nagaland,Tuensang
Umiam Dam Landslide,2024-07-01,,25.653137,91.89808,Meghalaya,Ri Bhoi
Division IV Landslide,2024-07-01,,27.090925,93.605705,Arunachal Pradesh,Papum Pare
Baat Landslide,2024-07-01,,27.089317,93.59189,Arunachal Pradesh,Papum Pare
"DIET, Zunheboto Landslide",2024-07-01,,26.006771,94.52164,Nagaland,Zunheboto
Rengchi Landslide,2024-06-30,,27.895164,93.43004,Arunachal Pradesh,Kurung Kumey
Umiam 2 Landslide,2024-06-30,,25.669594,91.90393,Meghalaya,Ri Bhoi
NEPA Landslide,2024-06-30,,25.676048,91.8975,Meghalaya,Ri Bhoi
Jengging Landslide,2024-06-30,,28.676867,94.96448,Arunachal Pradesh,Upper Siang
Umbang 1 Landslide,2024-06-30,,25.682491,91.900696,Meghalaya,Ri Bhoi
Umiam 3 Landslide,2024-06-30,,25.675098,91.89838,Meghalaya,Ri Bhoi
Umbang 2 Landslide,2024-06-30,,25.686237,91.902374,Meghalaya,Ri Bhoi
